scope_id	match_dataset	match_version_year	match_record_type	match_name	match_abbreviation	scope_summary	topic_tags	keywords_zh	keywords_en	article_types	accepts_original_research	submission_mode	scope_context	scope_year	out_of_scope	source_type	source_url	source_accessed_at	evidence	review_status	reviewed_by	reviewed_at	review_notes	secondary_source_urls	target_status
th-cpl-2019-icnp-main-2026	th_cpl	2019	conference	International Conference on Network Protocols	ICNP	通信与网络协议从设计、分析和规范到验证、测试、实现与性能评估的研究，涵盖接入、交换、路由、拥塞和流控制、多媒体传输、无线移动网络、网络安全、Web 协议、网络管理和互操作。	network_arch_protocols;formal_methods_verification;performance_measurement;wireless_mobile;network_security	网络协议；协议设计；协议验证；协议测试；路由；拥塞控制；流控制；多媒体传输；无线移动网络；网络安全	network protocols;protocol design;protocol verification;protocol testing;routing;congestion control;flow control;multimedia transport;wireless mobile networks;network security	original_research;systems_experience	yes	open	main_track	2026	只使用现有协议承载应用、却没有协议设计、分析、验证、实现或性能方面新贡献的论文通常不匹配。	official_scope	https://icnp26.cs.ucr.edu/	2026-08-06	官方 2026 首页将主会范围概括为网络协议研究的设计、分析、规范、验证、实现和性能；官方系列页补充接入、路由、控制、安全等协议功能。	approved	th-conf-curation	2026-08-06	使用当前届官方站与 IEEE ICNP 官方系列 scope 交叉核对。	https://www.ieee-icnp.org/	active_target
th-cpl-2019-ches-main-2026	th_cpl	2019	conference	International Conference on Cryptographic Hardware and Embedded Systems	CHES	密码硬件与软件实现的设计和分析，包括密码处理器、随机数和 PUF、高效软件、实现攻击与侧信道/故障对策、硬件防篡改、形式化安全设计、FPGA 安全、可信执行、嵌入式密码、零知识工程、MPC/FHE 实现及后量子安全。	cryptography;hardware_security;fpga_reconfigurable_computing;formal_methods_verification;privacy_anonymity;system_security	密码实现；密码硬件；侧信道攻击；故障攻击；物理不可克隆函数；硬件木马；FPGA安全；可信执行环境；零知识证明工程；后量子安全	cryptographic implementations;cryptographic hardware;side-channel attacks;fault attacks;physical unclonable functions;hardware trojans;FPGA security;trusted execution environments;zero-knowledge engineering;post-quantum security	original_research;systems_experience;theory_methods;systematization_of_knowledge	yes	open	journal_first	2026	普通综述不匹配；仅接受符合 CFP 且有显著增值的 SoK/systematization of knowledge，并要求与密码实现或嵌入式工程有明确联系。	official_cfp	https://ches.iacr.org/2026/cfp_ches2026.pdf	2026-08-06	官方 CFP 明列密码实现、实现攻击及对策、工具方法、理论与实现交互和应用；TCHES 接受原创研究及增值显著的 SoK，录用后在 CHES 展示。	approved	th-conf-curation	2026-08-06	按 TCHES 多周期投稿、CHES 展示的期刊优先流程标记为 journal_first。	https://ches.iacr.org/	active_target
th-cpl-2019-asiacrypt-main-2026	th_cpl	2019	conference	International Conference on the Theory and Application of Cryptology and Information Security	ASIACRYPT	涵盖密码学全部理论与应用方向的原创研究，包括对称和公钥密码、密码协议与证明、零知识、多方安全计算、全同态加密、后量子与量子密码、隐私增强技术、密码分析以及密码系统的基础理论。	cryptography;theory_methods;privacy_anonymity;information_theory_coding	密码学；对称密码；公钥密码；密码协议；可证明安全；零知识证明；多方安全计算；全同态加密；后量子密码；密码分析	cryptology;symmetric cryptography;public-key cryptography;cryptographic protocols;provable security;zero-knowledge proofs;secure multiparty computation;fully homomorphic encryption;post-quantum cryptography;cryptanalysis	original_research;theory_methods	yes	open	main_track	2026	仅做一般系统攻防、恶意软件或网络安全而没有新密码原语、协议、分析或密码理论贡献的论文通常不匹配。	official_scope	https://asiacrypt.iacr.org/2026/	2026-08-06	IACR 官方 2026 会站面向密码学理论与应用；其通用旗舰会征集密码学各方面原创研究，并延续 IACR 各 area conference 均可投稿的宽口径。	approved	th-conf-curation	2026-08-06	当前官方站受爬虫限制；范围同时以 IACR 官方 ASIACRYPT 2025 CFP 的 all aspects of cryptology 表述交叉核对。	https://www.iacr.org/meetings/asiacrypt/;https://asiacrypt.iacr.org/2025/files/ac25-cfp_v2.pdf	active_target
th-cpl-2019-ccc-main-2026	th_cpl	2019	conference	IEEE Conference on Computational Complexity	CCC	计算复杂性理论中受资源约束计算模型的绝对与相对能力，包括复杂度类、归约与完备性、电路/通信/代数/证明复杂度、交互和概率证明、伪随机与去随机、平均情形与近似困难性、量子、参数化和细粒度复杂度。	complexity;theory_methods;algorithms;information_theory_coding;cryptography	计算复杂性；复杂度类；归约与完备性；电路复杂度；通信复杂度；证明复杂度；伪随机性；近似困难性；量子复杂度；细粒度复杂度	computational complexity;complexity classes;reductions and completeness;circuit complexity;communication complexity;proof complexity;pseudorandomness;hardness of approximation;quantum complexity;fine-grained complexity	original_research;theory_methods	yes	open	main_track	2026	纯算法改进、实证机器学习或系统实现若没有明确的复杂性理论问题、界或归约贡献通常不匹配。	official_cfp	https://computationalcomplexity.org/Archive/2026/cfp.html	2026-08-06	官方 2026 CFP 征集所有计算复杂性理论原创论文，并逐项列出经典、量子、参数化、细粒度及相邻领域的复杂度问题。	approved	th-conf-curation	2026-08-06	按 CCC 主会理论论文范围整理。		active_target
th-cpl-2019-icalp-main-2026	th_cpl	2019	conference	International Colloquium on Automata, Languages and Programming	ICALP	理论计算机科学全领域，分为算法、复杂性与博弈，以及自动机、逻辑、语义和程序设计理论两轨，覆盖算法与数据结构、优化与学习理论、密码和量子计算，以及自动机、可计算性、类型系统、程序语义、分析验证和综合。	algorithms;complexity;automata_computation;logic_semantics;programming_languages;formal_methods_verification;algorithmic_economics_game_theory;program_synthesis;theory_methods	算法设计与分析；计算复杂性；算法博弈论；自动机；可计算性；逻辑；程序语义；类型系统；程序验证；程序综合	design and analysis of algorithms;computational complexity;algorithmic game theory;automata;computability;logic;program semantics;type systems;program verification;program synthesis	original_research;theory_methods	yes	open	main_track	2026	没有理论模型、算法分析、形式化结果或证明贡献的纯工程实现和经验应用论文通常不匹配。	official_cfp	https://icalppodcspaa2026.cs.rhul.ac.uk/icalp-cfp/	2026-08-06	官方 CFP 明确征集理论计算机科学各方面原创研究，并给出 Track A 与 Track B 的完整细分主题。	approved	th-conf-curation	2026-08-06	两个主会理论轨合并为一条 venue scope，未混入 workshops。		active_target
th-cpl-2019-wsdm-main-2027	th_cpl	2019	conference	ACM International Conference on Web Search and Data Mining	WSDM	Web 与社交 Web 上的搜索和数据挖掘，包括 Web 级搜索、查询与用户行为、推荐和知识图谱、图与多模态挖掘、社交网络、对话助手、隐私公平可解释性、信息完整性，以及基础模型和智能体系统用于 Web 搜索与挖掘。	web_search_recommendation;data_mining;information_retrieval;web_social_networks;graph_knowledge_data;generative_foundation_models;trustworthy_ai	Web搜索；Web数据挖掘；推荐系统；查询分析；知识图谱；社交网络分析；对话搜索；搜索公平性；虚假信息检测；基础模型与智能体	web search;web data mining;recommender systems;query analysis;knowledge graphs;social network analysis;conversational search;search fairness;misinformation detection;foundation models and agentic systems	original_research	yes	open	main_track	2027	与 Web、社交 Web、搜索、推荐或在线内容挖掘没有明确联系的通用机器学习、通用 NLP 和离线数据分析论文通常不匹配。	official_cfp	https://www.wsdm-conference.org/2027/	2026-08-06	官方 2027 CFP 列出 Web search、Web mining、foundation models and agentic systems、social networks、assistants、privacy/fairness 和 information integrity，并要求原创工作。	approved	th-conf-curation	2026-08-06	采用审核日最新且仍待截稿的 2027 主会 call；Findings 由 main-track 投稿统一考虑，并非独立投稿目标。 Benchmark/search evaluation 仅作为研究贡献的一部分，不单独承诺 dataset paper 类型。	https://www.wsdm-conference.org/	active_target
th-cpl-2019-pods-main-2027	th_cpl	2019	conference	ACM Symposium on Principles of Database Systems	PODS	数据管理科学基础中的原理性贡献，包括查询评估优化、数据模型与语言、数据结构和事务、数据质量与分析、不确定与半结构化数据、数据集成交换、隐私安全验证，以及数据库原理同逻辑、算法和其他学科的连接。	data_management;database_systems;theory_methods;algorithms;logic_semantics;privacy_anonymity	数据库原理；查询评估；查询优化；数据模型；查询语言；事务；数据质量；不确定数据；数据集成；数据隐私	database principles;query evaluation;query optimization;data models;query languages;transactions;data quality;uncertain data;data integration;data privacy	original_research;theory_methods;systems_experience	yes	open	journal_first	2027	只实现数据库应用或工程系统、却没有数据管理原理、严谨分析或可推广科学基础贡献的论文通常不匹配。	official_cfp	https://2027.sigmod.org/calls_papers_pods_research.shtml	2026-08-06	官方 2027 CFP 征集数据管理理论基础的新进展；录用论文刊于 PACMMOD 的 PODS 2027 issue 后受邀在 SIGMOD/PODS 会议展示。	approved	th-conf-curation	2026-08-06	采用审核日最新 2027 CFP；按 PACMMOD 发表、PODS 投稿复审与会议展示的混合流程标记为 journal_first。		active_target
th-cpl-2019-eccv-main-2026	th_cpl	2019	conference	European Conference on Computer Vision	ECCV	计算机视觉和模式识别全领域，包括二维/三维视觉、识别检测分割跟踪、视频理解、几何和场景表示、视觉生成、视觉语言推理、多模态与表示学习、具身和机器人视觉、医学遥感视觉、边缘视觉以及安全公平隐私。	computer_vision_pattern;image_video_processing;deep_representation;generative_foundation_models;multimodal;robotics_autonomy;trustworthy_ai	计算机视觉；模式识别；三维视觉；目标检测；图像分割；视频理解；图像生成；视觉语言；多模态学习；机器人视觉；可信视觉	computer vision;pattern recognition;3D vision;object detection;image segmentation;video understanding;image generation;vision-language;multimodal learning;robot vision;trustworthy vision	original_research;dataset_benchmark	yes	open	main_track	2026	纯语言、通用机器学习或机器人控制工作若没有核心视觉/模式识别问题与实验贡献通常不匹配。	official_cfp	https://eccv.ecva.net/Conferences/2026/CallForPapers	2026-08-06	官方 CFP 要求主技术项目为高质量原创研究，并列出从低层、三维、识别和视频到生成、多模态、机器人、医学、边缘与可信视觉的范围。	approved	th-conf-curation	2026-08-06	按 ECCV 2026 main technical program 整理。		active_target
th-cpl-2019-colt-main-2026	th_cpl	2019	conference	Annual Conference on Computational Learning Theory	COLT	机器学习理论，处于计算机科学、统计与应用数学交叉处，涵盖可学习性、学习算法及复杂度、在线与随机优化、神经网络理论、监督和无/半监督学习、强化与在线决策、因果和贝叶斯方法、系统约束下学习及量子学习。	machine_learning;theory_methods;algorithms;optimization;probabilistic_causal;reinforcement_decision;trustworthy_ai	学习理论；可学习性；统计学习；计算复杂度；在线学习；随机优化；神经网络理论；强化学习；因果推断；隐私公平约束	learning theory;learnability;statistical learning;computational complexity;online learning;stochastic optimization;neural network theory;reinforcement learning;causal inference;privacy and fairness constraints	original_research;theory_methods	yes	open	main_track	2026	仅展示模型在数据集上的经验提升、缺少学习理论问题、分析或理论解释的机器学习论文通常不匹配。	official_cfp	https://learningtheory.org/colt2026/cfp.html	2026-08-06	官方 CFP 征集广义机器学习理论论文并明确列出算法与复杂度、优化、深度学习理论、各学习范式、因果及约束学习。	approved	th-conf-curation	2026-08-06	实验可用于支持分析，但主旨仍须为理论。		active_target
th-cpl-2019-emnlp-main-2026	th_cpl	2019	conference	Conference on Empirical Methods in Natural Language Processing	EMNLP	自然语言处理实证方法的广泛技术研究，包括语言模型与生成、信息抽取检索、机器翻译、问答对话、语义句法语用、语音、多语言、多模态语言落地、代码模型、LLM agent、资源评测、效率、可解释性与伦理公平。	nlp_speech;generative_foundation_models;machine_learning;information_retrieval;multimodal;trustworthy_ai	自然语言处理；语言模型；文本生成；信息抽取；机器翻译；问答与对话；语音语言；多语言处理；多模态语言；代码模型；LLM智能体；资源评测	natural language processing;language models;text generation;information extraction;machine translation;question answering and dialogue;spoken language;multilingual NLP;multimodal language;code models;LLM agents;resources and evaluation	original_research;dataset_benchmark;survey_review;theory_methods	yes	open	main_track	2026	纯视觉、通用机器学习或人机交互工作若没有语言处理、语言数据或语言学洞见作为核心贡献通常不匹配。	official_cfp	https://2026.emnlp.org/calls/main_conference_papers/	2026-08-06	官方主会 CFP 接收 NLP 的原创实证研究，也明确允许负面结果、综述、资源、立场、语言学洞见和复现，并列出完整领域主题。	approved	th-conf-curation	2026-08-06	经 ACL Rolling Review 投稿后 commit 到 EMNLP；范围含 main conference long/short papers，不含 industry track。		active_target
th-cpl-2019-icra-main-2027	th_cpl	2019	conference	IEEE International Conference on Robotics and Automation	ICRA	机器人与自动化全领域的算法、系统和应用，包括感知定位建图、规划控制、操纵与移动、机器人学习、人机协作、多机器人、医疗和工业机器人、自动驾驶、空中水下系统，以及机器人机构、嵌入式实现和真实实验。	robotics_autonomy;control_systems;computer_vision_pattern;reinforcement_decision;autonomous_vehicles;embedded_realtime_cps;hci_ux	机器人学；自动化；机器人感知；定位建图；运动规划；机器人控制；抓取操纵；机器人学习；人机协作；多机器人；医疗机器人；自动驾驶	robotics;automation;robot perception;localization and mapping;motion planning;robot control;grasping and manipulation;robot learning;human-robot interaction;multi-robot systems;medical robotics;autonomous driving	original_research;systems_experience;applied_research	yes	open	main_track	2027	通用 AI、视觉、控制或机械设计论文若没有明确的机器人/自动化任务、系统贡献或相关验证通常不匹配。	official_cfp	https://2027.ieee-icra.org/announcements/call-for-technical-papers/	2026-08-06	官方 2027 technical-paper call 征集体现机器人当前与未来的研究，定位于 Robotics and Automation 的思想与进展；范围与 RAS 机器人关键词体系交叉核对。	approved	th-conf-curation	2026-08-06	采用审核日最新且开放投稿的 2027 technical-paper CFP；期刊论文转会展示是另一路径，未把本行标为 journal_first。	https://2027.ieee-icra.org/contribute/call-for-icra-2027-papers-now-accepting-submissions/;https://www.ieee-ras.org/keywords	active_target
th-cpl-2019-rss-main-2026	th_cpl	2019	conference	Robotics: Science and Systems ·A Robotics Conference	RSS	机器人科学与系统的高创新研究，包括机器人学习、感知与状态估计、规划、控制和动力学、抓取操纵、导航与移动、机构设计、人机交互、多机器人、形式化方法、医疗与野外机器人，以及真实机器人系统集成与验证。	robotics_autonomy;control_systems;reinforcement_decision;computer_vision_pattern;formal_methods_verification;hci_ux;autonomous_vehicles	机器人科学；机器人系统；机器人学习；机器人感知；状态估计；规划控制；抓取操纵；导航；机器人设计；人机交互；多机器人；形式化方法	robotics science;robotic systems;robot learning;robot perception;state estimation;planning and control;grasping and manipulation;navigation;robot design;human-robot interaction;multi-robot systems;formal methods	original_research;systems_experience	yes	open	main_track	2026	纯机器学习、视觉或控制理论若没有机器人科学问题、机器人系统意义或机器人实验验证通常不匹配；独立 demo 稿件在 2026 年不接收。	official_cfp	https://roboticsconference.org/information/cfp/	2026-08-06	官方 2026 CFP 征集 novel scientific and systems contributions；会议系列官方主题覆盖学习、感知、规划控制、操纵、HRI、多机器人和机构系统等机器人全领域。	approved	th-conf-curation	2026-08-06	当前 CFP 用 Science/Systems 宽分类；细分关键词以最近官方系列 subject-area taxonomy 交叉核对。	https://roboticsconference.org/2025/information/cfp/	active_target
th-cpl-2019-recomb-main-2026	th_cpl	2019	conference	International Conference on Research in Computational Molecular Biology	RECOMB	计算分子生物学的理论与应用原创研究，包括生物序列算法、测序和分型、宏基因组、调控与转录组、单细胞和空间组学、蛋白结构功能、群体与统计基因组、进化基因组、系统网络生物学、分子生物多模态机器学习及生物医学数据隐私。	bioinformatics_computational_biology;algorithms;ai_for_science;machine_learning;privacy_anonymity	计算分子生物学；生物序列算法；基因组学；转录组学；单细胞组学；空间组学；蛋白质结构；群体遗传；系统生物学；生物医学隐私	computational molecular biology;biological sequence algorithms;genomics;transcriptomics;single-cell omics;spatial omics;protein structure;population genetics;systems biology;biomedical privacy	original_research;theory_methods	yes	open	main_track	2026	纯湿实验生物学、一般临床研究或通用机器学习若没有计算分子生物学方法、分析或生物学发现贡献通常不匹配。	official_cfp	https://recomb.org/recomb2026/call_for_papers.html	2026-08-06	官方 CFP 接收计算分子生物学所有领域的原创理论和应用研究，并列出算法、各类组学、结构生物、机器学习和隐私等主题。	approved	th-conf-curation	2026-08-06	仅整理 regular original research papers；已发表论文 highlights 另有独立 call。		active_target
th-cpl-2019-ismb-proceedings-2026	th_cpl	2019	conference	International conference on Intelligent Systems for Molecular Biology	ISMB	ISMB Proceedings 的原创生物信息学与计算生物学研究，覆盖序列和结构生物信息学、微生物组、多组学与单细胞、计算基因组、系统生物学和网络、机器学习与数据科学、生物医学信息学、文本挖掘、可视分析、转化医学及教育方法评估。	bioinformatics_computational_biology;ai_for_science;machine_learning;data_science_engineering;graph_knowledge_data;visualization_visual_analytics	生物信息学；计算生物学；微生物组；多组学；单细胞分析；计算基因组学；系统生物学；生物医学信息学；生物文本挖掘；生物可视分析	bioinformatics;computational biology;microbiomes;multi-omics;single-cell analysis;computational genomics;systems biology;biomedical informatics;biomedical text mining;biological visualization	original_research;dataset_benchmark	yes	open	journal_proceedings	2026	纯湿实验研究、没有计算方法或分析贡献的生物学论文不匹配；海报摘要和已发表研究展示不属于本行所表示的 Proceedings 投稿。；资源、数据库或 benchmark 稿件需具有明确的计算方法、分析或可复现评测贡献。	official_cfp	https://www.iscb.org/ismb2026/call-for-submissions/proceedings	2026-08-06	官方 Proceedings call 列出微生物组、生物医学信息学等细分区并要求原创未发表工作；录用论文刊入 Bioinformatics 期刊的会议 proceedings 专区并在 ISMB 口头报告。	approved	th-conf-curation	2026-08-06	属于会议审稿后进入 Bioinformatics proceedings issue，故使用 journal_proceedings，而不是常规 journal_first。	https://www.iscb.org/ismb2026	active_target
th-cpl-2019-ec-main-2026	th_cpl	2019	conference	ACM Conference on Economics and Computation	EC	经济学与计算机科学交叉研究，包括拍卖定价、机制与市场设计、匹配和公平分配、均衡及计算复杂度、博弈与决策、社会选择、信息设计、网络与平台经济、区块链、众包，以及学习算法、LLM、公平和隐私的经济学问题。	algorithmic_economics_game_theory;algorithms;optimization;machine_learning;privacy_anonymity;web_social_networks	算法博弈论；机制设计；拍卖定价；市场设计；匹配市场；公平分配；均衡计算；社会选择；平台经济；区块链；学习经济学；数据隐私	algorithmic game theory;mechanism design;auctions and pricing;market design;matching markets;fair division;equilibrium computation;social choice;platform economics;blockchain;economics of learning;data privacy	original_research;theory_methods;applied_research	yes	open	main_track	2026	没有计算、算法、信息或数字平台维度的传统经济学论文，以及不涉及激励、市场、博弈或经济行为的纯算法论文通常不匹配。	official_cfp	https://ec26.sigecom.org/call-for-contributions-acm/papers/	2026-08-06	官方 CFP 明列拍卖、机制、市场、均衡、博弈、平台、区块链、实验以及学习算法和 LLM 的经济方面等主题。	approved	th-conf-curation	2026-08-06	按 EC 2026 regular paper call 整理；one-page abstract 出版选项不改变主会稿件范围。		active_target
th-2019-tocs-journal-2026	th_cpl	2019	journal	ACM Transactions on Computer Systems	TOCS	计算机系统的设计、实现与评估，覆盖操作系统、分布式与云系统、存储与文件系统、网络化系统、虚拟化、可靠性与安全、资源管理及系统性能分析。	operating_systems;distributed_cloud_edge;storage_filesystems;system_security;performance_measurement	操作系统；分布式系统；云系统；文件与存储系统；虚拟化；可靠性；系统安全；资源管理；性能评估	operating systems;distributed systems;cloud systems;file and storage systems;virtualization;reliability;system security;resource management;performance evaluation	original_research;systems_experience;theory_methods	yes	open	venue	2026	仅在现成系统上运行应用、缺少系统机制或系统评估贡献的工作，以及与计算机系统无明确联系的纯算法论文不匹配。	official_scope	https://dl.acm.org/journal/tocs/about	2026-08-06	ACM 期刊页将 TOCS 定位为计算机系统原理、设计、实现与评估的研究期刊。	approved	th-journal-curation	2026-08-06	按 ACM 当前 about 页面归纳；严格锚定 TH 2019 的 TOCS 条目。		active_target
th-2019-tpds-journal-2026	th_cpl	2019	journal	IEEE Transactions on Parallel and Distributed Systems	TPDS	并行与分布式计算的算法、体系结构、软件和应用，包括多核与异构系统、并行编程与运行时、调度与负载均衡、云网格计算、分布式数据处理、容错及性能建模。	parallel_hpc;distributed_cloud_edge;accelerators_heterogeneous;compilers_runtime;resource_allocation_scheduling	并行算法；分布式算法；多核与众核；异构计算；并行体系结构；编程模型；运行时系统；调度；负载均衡；云与网格计算	parallel algorithms;distributed algorithms;multicore and manycore;heterogeneous computing;parallel architecture;programming model;runtime systems;scheduling;load balancing;cloud and grid computing	original_research;theory_methods;systems_experience;survey_review	yes	open	venue	2026	缺少并行性、分布式协同、可扩展性或相关系统贡献的普通应用论文不匹配；综述仍须属于并行与分布式系统。	official_scope	https://www.computer.org/digital-library/journals/td/cfp-parallel-distributed-systems	2026-08-06	IEEE Computer Society 的常规征稿页明确列出并行与分布式算法、应用、体系结构和软件四大范围，并接受论文、评论与综述。	approved	th-journal-curation	2026-08-06	按当前常规征稿范围整理，不使用专题征稿代替会刊总范围。		active_target
th-2019-tc-journal-2026	th_cpl	2019	journal	IEEE Transactions on Computers	TC	广义计算机系统研究，覆盖计算机体系结构、操作系统与云、并行分布式系统、实时移动嵌入式系统、存储与互连器件、设计测试方法、可靠性安全能效以及量子、神经形态和近似计算等新型模型。	arch_microarchitecture;operating_systems;distributed_cloud_edge;embedded_realtime_cps;accelerators_heterogeneous	计算机体系结构；操作系统；云计算；并行分布式系统；实时与嵌入式；物联网与边缘；存储器；容错；能效；量子计算	computer architecture;operating systems;cloud computing;parallel and distributed systems;real-time and embedded;IoT and edge;memory technology;fault tolerance;energy efficiency;quantum computing	original_research;theory_methods;systems_experience	yes	open	venue	2026	纯软件应用、纯数据分析或仅采用现成硬件而没有计算机组织、系统或计算技术贡献的论文不匹配。	official_cfp	https://www.computer.org/digital-library/journals/tc/call-for-papers-general-submissions	2026-08-06	IEEE Computer Society 的 general submissions 页面列出体系结构、系统软件、实时嵌入式、器件、测试、可靠性安全与新型计算模型。	approved	th-journal-curation	2026-08-06	采用长期开放的 general submissions，而非某一特刊范围。		active_target
th-2019-tcad-journal-2026	th_cpl	2019	journal	IEEE Transactions On Computer-Aided Design Of Integrated Circuits And Systems	TCAD	集成电路与系统的计算机辅助设计方法，涵盖系统级、逻辑与物理设计中的规划、综合、划分、建模、仿真、布局、验证、测试、软硬件协同，以及面向性能、功耗、可靠性、可测试性和安全的 EDA 工具。	eda_cad;formal_methods_verification;arch_microarchitecture;hardware_security	电子设计自动化；集成电路；逻辑综合；物理设计；布局布线；建模仿真；形式验证；芯片测试；软硬件协同；低功耗设计	electronic design automation;integrated circuits;logic synthesis;physical design;placement and routing;modeling and simulation;formal verification;IC testing;hardware-software co-design;low-power design	original_research;theory_methods;applied_research	yes	open	venue	2026	一般机械 CAD、建筑 CAD 或仅有器件与电路结果而没有集成电路/系统设计自动化方法贡献的工作不匹配。	official_scope	https://ieee-ceda.org/publications/tcad	2026-08-06	IEEE CEDA 的 TCAD 页面明确覆盖模拟、数字、混合信号、光学和微波系统的设计方法、模型、算法与工具。	approved	th-journal-curation	2026-08-06	刊名大小写按 TH 2019 原记录严格保留；范围限定为 EDA，不与几何 CAD 混同。		active_target
th-2019-tos-journal-2026	th_cpl	2019	journal	ACM Transactions on Storage	TOS	数据存储系统的设计、实现与评估，包括文件系统、分布式与云存储、存储体系结构、持久内存、缓存与复制、数据布局、可靠性可用性、安全隐私、能效和存储性能。	storage_filesystems;distributed_cloud_edge;arch_microarchitecture;system_security;performance_measurement	文件系统；存储系统；分布式存储；云存储；持久内存；缓存复制；数据布局；可靠性；存储安全；性能评估	file systems;storage systems;distributed storage;cloud storage;persistent memory;caching and replication;data layout;reliability;storage security;performance evaluation	original_research;systems_experience;theory_methods	yes	open	venue	2026	不以数据持久化、存储体系或文件系统为核心贡献的通用数据库、网络和机器学习论文不匹配。	official_scope	https://dl.acm.org/journal/tos/about	2026-08-06	ACM 期刊页将 TOS 的核心界定为存储系统及其软硬件、可靠性、安全和性能问题。	approved	th-journal-curation	2026-08-06	按 ACM 当前 about 页面归纳；严格锚定 TH 2019 的 TOS 条目。		active_target
th-2019-ton-journal-2026	th_cpl	2019	journal	IEEE/ACM Transactions on Networking	TON	通信与计算机网络的理论和实验研究，覆盖有线无线及芯片内到星际网络的架构、协议、控制、软硬件、运行管理、测量、安全，以及网络优化、算法和真实系统实验。	network_arch_protocols;wireless_mobile;edge_networking;network_security;performance_measurement	网络架构；网络协议；拥塞与流量控制；路由；网络测量；网络管理；无线与边缘网络；网络安全；网络软硬件	network architecture;network protocols;congestion and traffic control;routing;network measurement;network management;wireless and edge networks;network security;network software and hardware	original_research;theory_methods;systems_experience	yes	open	venue	2026	官方明确排除以综述或教程为主的稿件；纯物理层通信、社会网络内容分析和智能电网应用若没有通信网络贡献也不匹配。	official_scope	https://www.comsoc.org/publications/journals/ieee-tnet	2026-08-06	当前 IEEE Transactions on Networking 官方页要求高质量原创的通信/计算机网络理论或实验成果，并列出网络类型、方面、方法和应用边界。	approved	th-journal-curation	2026-08-06	TH 2019 以 IEEE/ACM Transactions on Networking 为精确锚点；现行官网题名为 IEEE Transactions on Networking，按同一连续投稿实体维护旧名映射。	https://www.comsoc.org/system/files/2026-01/publications_contents_digest_2025_dec.pdf	active_target
th-2019-tcom-journal-2026	th_cpl	2019	journal	IEEE Transactions on Communications	TCOM	通信理论与实验进展，重点覆盖无线、有线、光学和量子通信的物理层，包括调制检测、信道与源编码、信息论、MIMO、毫米波/太赫兹、同步均衡、物理层安全及有物理层依据的跨层网络设计。	physical_layer_communications;information_theory_coding;beamforming_mimo;wireless_mobile;network_arch_protocols	调制与检测；信道编码；源编码；信息论；MIMO；毫米波与太赫兹；同步均衡；光通信；量子通信；物理层安全	modulation and detection;channel coding;source coding;information theory;MIMO;millimeter-wave and terahertz;synchronization and equalization;optical communications;quantum communications;physical-layer security	original_research;theory_methods;systems_experience	yes	open	venue	2026	纯网络层算法或系统论文须建立在现实物理层模型上；仅把通用机器学习用于通信数据而无通信方法贡献的工作不匹配。	official_scope	https://www.comsoc.org/publications/journals/ieee-transactions-communications	2026-08-06	IEEE ComSoc 官方页说明 TCOM 横跨无线、有线、光学和量子通信，经典通信以物理层为主并列出具体主题。	approved	th-journal-curation	2026-08-06	范围与投稿方式按当前会刊总页核对。		active_target
th-2019-joc-journal-2026	th_cpl	2019	journal	Journal of Cryptology		现代密码学与密码分析的原创研究，包括公钥和对称密码、密码协议、零知识与安全计算、伪随机性、计算数论、实现与侧信道分析、隐私认证、密钥管理、后量子与量子密码。	cryptography;privacy_anonymity;system_security;information_theory_coding	公钥密码；对称密码；密码分析；密码协议；零知识证明；安全多方计算；伪随机性；计算数论；侧信道；后量子密码	public-key cryptography;symmetric cryptography;cryptanalysis;cryptographic protocols;zero-knowledge proofs;secure multiparty computation;pseudorandomness;computational number theory;side channels;post-quantum cryptography	original_research;theory_methods;survey_review	yes	open	venue	2026	仅讨论一般网络或系统安全而没有密码学原语、模型、协议、证明或密码分析贡献的论文不匹配。	publisher_scope	https://link.springer.com/journal/145/aims-and-scope	2026-08-06	官方范围明确接收 full-length technical、survey、historical articles 和 short notes，主题覆盖现代密码学及密码分析。	approved	th-journal-curation	2026-08-06	TH 2019 原条目无简称，match_abbreviation 保持为空。	https://link.springer.com/journal/145	active_target
th-2019-tdsc-journal-2026	th_cpl	2019	journal	IEEE Transactions on Dependable and Secure Computing	TDSC	面向可信与安全系统和网络的基础、方法与机制，覆盖安全和可靠性设计、建模、验证与评估，攻击防御、隐私、容错、可用性，以及性能—安全—可靠性的联合权衡。	system_security;network_security;software_security;privacy_anonymity;forensics_trust	可信计算；系统安全；网络安全；软件安全；隐私；容错；可靠性；可用性；安全验证；攻击与防御	dependable computing;system security;network security;software security;privacy;fault tolerance;reliability;availability;security verification;attacks and defenses	original_research;theory_methods;systems_experience	yes	open	venue	2026	官方明确排除无具体可信/安全应用的纯密码理论、一般系统管理问题，以及只处理器件层而非系统层可靠性或安全的工作。	official_cfp	https://www.computer.org/digital-library/journals/tq/cfp-dependable-secure-computing	2026-08-06	IEEE Computer Society 常规征稿页聚焦可靠且安全的系统与网络，并给出纯密码、一般系统管理和器件层工作的排除边界。	approved	th-journal-curation	2026-08-06	采用常规期刊征稿页，边界直接按编辑部 scope clarification 归纳。		active_target
