dataset,source,source_file,version_year,record_type,name,收稿方向,abbreviation,issn,eissn,issn_eissn,publisher,url,area,area_en,level,sequence,impact_factor,wos_index,top,source_page,notes,cas_review,cas_oa_journal_index,cas_open_access,cas_label,cas_major_area,cas_major_partition,cas_major_rank,cas_subject_1,cas_subject_partition_1,cas_subject_rank_1,cas_subject_2,cas_subject_partition_2,cas_subject_rank_2,cas_subject_3,cas_subject_partition_3,cas_subject_rank_3,cas_subject_4,cas_subject_partition_4,cas_subject_rank_4,cas_subject_5,cas_subject_partition_5,cas_subject_rank_5,cas_subject_6,cas_subject_partition_6,cas_subject_rank_6,jcr_category_1,jcr_quartile_1,jcr_rank_1,jcr_category_2,jcr_quartile_2,jcr_rank_2,jcr_category_3,jcr_quartile_3,jcr_rank_3,jcr_category_4,jcr_quartile_4,jcr_rank_4,jcr_category_5,jcr_quartile_5,jcr_rank_5,jcr_category_6,jcr_quartile_6,jcr_rank_6,收稿方向_官网摘取,收稿方向_来源URL,收稿方向_证据,收稿方向_置信度,收稿方向_状态,收稿方向_更新时间
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Requirements Engineering,系统软件与软件工程；System Software and Software Engineering,RE,,,,,,系统软件与软件工程,System Software and Software Engineering,B,5,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:29:46+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Journal of Systems and Software,系统软件与软件工程；System Software and Software Engineering,JSS,,,,,,系统软件与软件工程,System Software and Software Engineering,B,6,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:29:50+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Automated Software Engineering,系统软件与软件工程；System Software and Software Engineering,ASE,,,,,,系统软件与软件工程,System Software and Software Engineering,B,7,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:29:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Science of Computer Programming,系统软件与软件工程；System Software and Software Engineering,SCP,,,,,,系统软件与软件工程,System Software and Software Engineering,B,8,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:29:59+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,International Journal on Software Tools for Technology Transfer,系统软件与软件工程；System Software and Software Engineering,STTT,,,,,,系统软件与软件工程,System Software and Software Engineering,B,9,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:30:06+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,"Software Testing, Verification and Reliability",系统软件与软件工程；System Software and Software Engineering,STVR,,,,,,系统软件与软件工程,System Software and Software Engineering,B,10,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:30:10+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Software: Practice and Experience,系统软件与软件工程；System Software and Software Engineering,SPE,,,,,,系统软件与软件工程,System Software and Software Engineering,B,11,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:30:14+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,软件学报,系统软件与软件工程；System Software and Software Engineering,,,,,,,系统软件与软件工程,System Software and Software Engineering,B,12,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:30:17+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM Conference on Management of Data,数据库与数据挖掘；Database and Data Mining,SIGMOD,,,,,,数据库与数据挖掘,Database and Data Mining,A,1,,,,10,superseded: TH-CPL 2019 历史征稿页，已由当前年度范围取代。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖数据管理的广泛领域，包括数据模型、查询语言、数据挖掘、分布式数据库、图数据管理、信息检索、机器学习在数据管理中的应用等。；关键词：数据管理；数据库；数据挖掘；分布式数据库；图数据管理；信息检索；机器学习,http://www.sigmod2019.org/sigmodcfp,已废止自动候选：TH-CPL 2019 历史征稿页，已由当前年度范围取代。 Topics of interest include but are not limited to: ... data management defined broadly,low,superseded,2026-07-30T12:30:26+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM Knowledge Discovery and Data Mining,数据库与数据挖掘；Database and Data Mining,SIGKDD,,,,,,数据库与数据挖掘,Database and Data Mining,A,2,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:30:31+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Research on Development in Information Retrieval,数据库与数据挖掘；Database and Data Mining,SIGIR,,,,,,数据库与数据挖掘,Database and Data Mining,A,3,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:30:35+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM International Conference on Web Search and Data Mining,数据库与数据挖掘；Database and Data Mining,WSDM,,,,,,数据库与数据挖掘,Database and Data Mining,A,4,,,,10,superseded: WSDM 2019 历史征稿页，已由当前年度范围取代。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSDM是Web搜索与数据挖掘领域的顶级会议，涵盖Web搜索、Web挖掘、社交搜索与挖掘、移动挖掘、神经架构、隐私约束下的搜索与挖掘等主题，强调新颖算法和实际应用。；关键词：Web搜索；数据挖掘；社交网络挖掘；移动挖掘；神经架构；隐私保护,https://www.wsdm-conference.org/2019/call-for-papers.php,"已废止自动候选：WSDM 2019 历史征稿页，已由当前年度范围取代。 WSDM publishes original, high-quality papers related to search and data mining on the Web and the Social Web",low,superseded,2026-07-30T12:30:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Very Large Data Bases,数据库与数据挖掘；Database and Data Mining,VLDB,,,,,,数据库与数据挖掘,Database and Data Mining,A,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:30:58+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE International Conference on Data Engineering,数据库与数据挖掘；Database and Data Mining,ICDE,,,,,,数据库与数据挖掘,Database and Data Mining,A,6,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:31:03+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM Symposium on Principles of Database Systems,数据库与数据挖掘；Database and Data Mining,PODS,,,,,,数据库与数据挖掘,Database and Data Mining,A,7,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:31:06+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE International Semantic Web Conference,数据库与数据挖掘；Database and Data Mining,ISWC,,,,,,数据库与数据挖掘,Database and Data Mining,B,1,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:31:11+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM International Conference on Information and Knowledge Management,数据库与数据挖掘；Database and Data Mining,CIKM,,,,,,数据库与数据挖掘,Database and Data Mining,B,2,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:31:14+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,SIAM International Conference on Data Mining,数据库与数据挖掘；Database and Data Mining,SDM,,,,,,数据库与数据挖掘,Database and Data Mining,B,3,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:31:19+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Database Theory,数据库与数据挖掘；Database and Data Mining,ICDT,,,,,,数据库与数据挖掘,Database and Data Mining,B,4,,,,10,superseded: TH-CPL 2019 历史征稿页，已由当前年度范围取代。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://iaria.org/conferences2019/CfPICDT19.html,已废止自动候选：TH-CPL 2019 历史征稿页，已由当前年度范围取代。 The Fourteenth International Conference on Digital Telecommunications,low,superseded,2026-07-30T12:31:26+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Data Mining,数据库与数据挖掘；Database and Data Mining,ICDM,,,,,,数据库与数据挖掘,Database and Data Mining,B,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:31:30+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,European Conference on IR Research,数据库与数据挖掘；Database and Data Mining,ECIR,,,,,,数据库与数据挖掘,Database and Data Mining,B,6,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,该会议是欧洲信息检索领域的主要论坛，涵盖文本、视觉和多模态信息的检索、表示、管理与使用，包括用户、系统、应用和评估方面的研究。；关键词：信息检索；用户交互；机器学习；深度学习；自然语言处理；推荐系统；评估方法,https://conference.researchbib.com/view/event/83924,The European Conference on Information Retrieval is the prime European forum for the presentation of original research i,high,ok,2026-07-30T12:31:40+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Extending Database Technology,数据库与数据挖掘；Database and Data Mining,EDBT,,,,,,数据库与数据挖掘,Database and Data Mining,B,7,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:31:43+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Innovative Data Systems Research,数据库与数据挖掘；Database and Data Mining,CIDR,,,,,,数据库与数据挖掘,Database and Data Mining,B,8,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:31:49+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Database Systems for Advanced Applications,数据库与数据挖掘；Database and Data Mining,DASFAA,,,,,,数据库与数据挖掘,Database and Data Mining,B,9,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:31:52+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Transactions on Knowledge and Data Engineering,数据库与数据挖掘；Database and Data Mining,TKDE,,,,,,数据库与数据挖掘,Database and Data Mining,A,1,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:31:56+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,The VLDB Journal,数据库与数据挖掘；Database and Data Mining,VLDBJ,,,,,,数据库与数据挖掘,Database and Data Mining,A,2,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:31:59+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,ACM Transactions on Database Systems,数据库与数据挖掘；Database and Data Mining,TODS,,,,,,数据库与数据挖掘,Database and Data Mining,A,3,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:32:03+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,ACM Transactions on Information Systems,数据库与数据挖掘；Database and Data Mining,TOIS,,,,,,数据库与数据挖掘,Database and Data Mining,A,4,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:32:06+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Information and Management,数据库与数据挖掘；Database and Data Mining,I&M,,,,,,数据库与数据挖掘,Database and Data Mining,B,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:32:12+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,European Journal of Information Systems,数据库与数据挖掘；Database and Data Mining,EJIS,,,,,,数据库与数据挖掘,Database and Data Mining,B,2,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:32:19+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,International Journal of Geographical Information Science,数据库与数据挖掘；Database and Data Mining,IJGIS,,,,,,数据库与数据挖掘,Database and Data Mining,B,3,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:32:25+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Journal of Strategic Information Systems,数据库与数据挖掘；Database and Data Mining,J. Strategic Inf. Sys.,,,,,,数据库与数据挖掘,Database and Data Mining,B,4,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:32:31+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Journal of the American Society for Information Science and Technology,数据库与数据挖掘；Database and Data Mining,JASIST,,,,,,数据库与数据挖掘,Database and Data Mining,B,5,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:32:37+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Information Processing and Management,数据库与数据挖掘；Database and Data Mining,IPM,,,,,,数据库与数据挖掘,Database and Data Mining,B,6,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:32:40+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Information Systems,数据库与数据挖掘；Database and Data Mining,IS,,,,,,数据库与数据挖掘,Database and Data Mining,B,7,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:32:42+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Journal of Web Semantics,数据库与数据挖掘；Database and Data Mining,JWS,,,,,,数据库与数据挖掘,Database and Data Mining,B,8,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:32:45+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Data Mining and Knowledge Discovery,数据库与数据挖掘；Database and Data Mining,DMKD,,,,,,数据库与数据挖掘,Database and Data Mining,B,9,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:32:53+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Knowledge and Information Systems,数据库与数据挖掘；Database and Data Mining,KAIS,,,,,,数据库与数据挖掘,Database and Data Mining,B,10,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:33:00+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,ACM Transactions on Knowledge Discovery from Data,数据库与数据挖掘；Database and Data Mining,TKDD,,,,,,数据库与数据挖掘,Database and Data Mining,B,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TKDD接收数据挖掘与知识发现全范围研究论文，包括可扩展算法、大数据分析、流数据挖掘、多媒体/文本/Web/时空数据挖掘、社交网络分析、图数据、隐私安全、可视化挖掘、统计方法、KDD框架及应用等。；关键词：数据挖掘；知识发现；大数据分析；流数据挖掘；社交网络分析；图数据；隐私安全；可扩展算法,https://dl.acm.org/journal/tkdd/about,TKDD welcomes papers on a full range of research in the knowledge discovery and analysis of diverse forms of data.,high,ok,2026-07-30T12:33:20+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Advanced Engineering Informatics,数据库与数据挖掘；Database and Data Mining,AEI,,,,,,数据库与数据挖掘,Database and Data Mining,B,12,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad_source_domain:sciencedirectelsevier.com,low,untrusted_source_domain:sciencedirectelsevier.com,2026-07-30T12:33:36+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,International Journal of Intelligent Systems,数据库与数据挖掘；Database and Data Mining,IJIS,,,,,,数据库与数据挖掘,Database and Data Mining,B,13,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:33:43+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,ACM Transactions on the Web,数据库与数据挖掘；Database and Data Mining,TWEB,,,,,,数据库与数据挖掘,Database and Data Mining,B,14,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:33:49+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Information Sciences,数据库与数据挖掘；Database and Data Mining,,,,,,,数据库与数据挖掘,Database and Data Mining,B,15,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:33:51+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,GeoInformatica,数据库与数据挖掘；Database and Data Mining,,,,,,,数据库与数据挖掘,Database and Data Mining,B,16,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:33:58+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Data and Knowledge Engineering,数据库与数据挖掘；Database and Data Mining,DKE,,,,,,数据库与数据挖掘,Database and Data Mining,B,17,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad_source_domain:clausiuspress.com,low,untrusted_source_domain:clausiuspress.com,2026-07-30T12:34:07+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE Conference on Computer Vision and Pattern Recognition,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,CVPR,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,1,,,,11,superseded: TH-CPL 2019 历史征稿页，已由当前年度范围取代。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openaccess.thecvf.com/CVPR2019_search,已废止自动候选：TH-CPL 2019 历史征稿页，已由当前年度范围取代。 No matching papers found.,low,superseded,2026-07-30T12:34:19+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Computer Vision,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,ICCV,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,2,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:34:26+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Machine Learning,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,ICML,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,3,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖机器学习所有主要方向，包括通用机器学习、深度学习、评估方法、理论、系统、优化、概率方法、强化学习、可信机器学习及应用驱动研究。；关键词：general machine learning；deep learning；reinforcement learning；trustworthy machine learning；optimization；probabilistic methods；machine learning systems；application-driven machine learning,https://icml.cc/Conferences/2026/CallForPapers,"Topics of interest include (but are not limited to): general machine learning, deep learning, evaluation, theory, system",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Annual Meeting of the Association for Computational Linguistics,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,ACL,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,4,,,,11,superseded: ACL 2026 Industry Track，不是主轨研究论文范围。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACL 2026工业轨道征稿，涵盖语音和自然语言处理技术在真实世界应用中的创新与实现，包括系统设计、效率、可扩展性、新型应用、部署方法等，强调实际部署、新兴系统或可操作洞察。；关键词：自然语言处理；语音技术；工业应用；系统部署；大规模语言模型；真实世界系统,https://2026.aclweb.org/calls/industry_track/,已废止自动候选：ACL 2026 Industry Track，不是主轨研究论文范围。 We invite submissions describing innovations and implementations in all areas of speech and natural language processing,low,superseded,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,European Conference on Computer Vision,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,ECCV,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,5,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:34:31+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Annual Conference on Computational Learning Theory,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,COLT,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,6,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLT 2026征稿涵盖学习理论的理论方面，包括学习算法设计与分析、统计与计算复杂度、优化方法、神经网络理论、监督/无监督/强化学习、在线学习、因果推断、隐私公平等系统约束下的学习，以及量子学习理论等。；关键词：学习理论；机器学习理论；算法设计；统计复杂度；强化学习；在线学习；神经网络理论；因果推断,https://learningtheory.org/colt2026/cfp.html,We invite submissions of papers addressing theoretical aspects of machine learning,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Annual Conference on Neural Information Processing Systems,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,NeurIPS,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,7,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖深度学习、生成式AI、核心机器学习、神经科学、统计学、优化、计算机视觉、自然语言处理、生命科学、自然科学、社会科学等跨学科领域，并欢迎新兴交叉方向。；关键词：深度学习；生成式AI；核心机器学习；计算机视觉；自然语言处理；神经科学；强化学习；优化；AI for Science,https://neurips.cc/Conferences/2026/CallForPapers,"brings together researchers in deep learning, generative AI, core machine learning, neuroscience, statistics, optimizati",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,AAAI Conference on Artificial Intelligence,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,AAAI,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,8,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:34:38+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Conference on Empirical Methods in Natural Language Processing,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,EMNLP,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,9,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:34:45+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE International Conference on Robotics and Automation,人工智能与模式识别；Artificial Intelligence and Pattern Recognition,ICRA,,,,,,人工智能与模式识别,Artificial Intelligence and Pattern Recognition,A,10,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖机器人学与自动化领域的当前与未来进展，包括新问题、新领域、新兴经济体中的机器人技术以及机器人学基础教程。；关键词：机器人学；自动化；新兴技术；机器人基础；新领域,https://2026.ieee-icra.org/contribute/,share ideas and advances in Robotics and Automation,high,ok,2026-07-30T12:11:54+00:00
